Customer ID;Registration Date;Network;Platform;Age;Gender;Marital Status;Kids;Occupation;Automobile;Property;Number of Logins;Last Login Date;Number of Interactions;Number of Exist. Contracts;Number of New Contracts;Sum of Yearly Management Fee;Sum of Sales Fee
3052;27.02.17;Partnership (non rev share);web;48;male;Single;NO;Civil Servant;YES;NO;72;13.02.18;35;15;0;95,51;0
3053;31.05.17;Partnership (non rev share);web;22;female;In a Partnership;NO;Employee;YES;NO;2;31.05.17;2;1;0;0;0
3054;17.05.17;Partnership (non rev share);web;31;male;Single;YES;Employee;NO;NO;13;13.10.17;6;4;0;0;0
3055;27.05.17;Partnership (non rev share);web;38;male;Married;NO;Employee;NO;NO;146;18.04.18;34;4;2;121,44;2237,15
3056;12.04.17;Partnership (non rev share);web;39;male;Single;NO;Employee;NO;NO;15;24.08.17;19;5;0;74,66;0
3057;10.01.17;Print;app;52;female;Single;YES;Retired;NO;NO;28;06.02.17;8;3;0;34,78;0
3058;23.03.17;Organic;app;43;male;Married;YES;Employee;YES;NO;7;30.04.18;8;1;0;0;0
3059;22.02.17;Organic;web;41;male;Married;YES;Freelancer/Self-employed;YES;NO;14;21.10.17;3;1;0;66,15;0
3060;12.04.17;Partnership (non rev share);app;35;female;In a Partnership;YES;Employee;YES;NO;28;27.12.17;22;3;0;6,29;0
3061;14.04.17;Organic;app;50;male;Married;YES;Employee;YES;NO;11;06.10.17;4;;;0;0
3062;10.04.17;Promotions;web;20;male;In a Partnership;NO;Student/Trainee;NO;NO;16;22.07.17;5;2;0;0;0
3063;09.03.17;Print;web;39;male;Married;YES;Employee;YES;NO;10;30.09.17;5;2;0;0;0
3064;10.04.17;Digital Incent;web;33;male;Single;YES;Employee;NO;NO;1;10.04.17;2;2;0;0;0
3065;28.03.17;Promotions;web;55;male;Single;YES;Retired;NO;NO;8;03.05.17;3;2;0;8,2;0
3066;21.04.17;Partnership (non rev share);web;19;female;Single;NO;Employee;YES;NO;22;30.03.18;10;5;0;12,05;0
3067;17.05.17;Organic;app;71;male;Single;YES;Retired;NO;NO;1;17.05.17;5;1;0;0;0
3068;19.03.17;Promotions;app;46;male;Married;NO;Employee;NO;NO;29;14.03.18;16;3;0;34,65;0
3069;27.01.17;Organic;web;41;male;Married;YES;Freelancer/Self-employed;YES;YES;5;03.02.17;9;3;0;0;0
3070;29.03.17;Digital Incent;app;29;male;Single;YES;Civil Servant;YES;NO;1;09.05.17;1;;;0;0
3071;12.02.17;Organic;app;35;male;Single;NO;Employee;YES;NO;1;12.02.17;7;4;0;0;0
3072;01.03.17;Digital Incent;app;20;male;Single;NO;Freelancer/Self-employed;NO;YES;2;01.03.17;0;;;0;0
3073;14.05.17;Promotions;web;27;male;Single;NO;Employee;YES;NO;12;24.09.17;10;2;0;0;0
3074;12.04.17;Partnership (non rev share);web;47;male;In a Partnership;NO;Employee;NO;NO;1;12.04.17;13;;;0;0
3075;02.03.17;Promotions;web;33;female;In a Partnership;YES;Employee;YES;YES;12;10.12.17;6;3;0;21,73;0
3076;12.01.17;Promotions;web;36;male;Single;NO;Freelancer/Self-employed;YES;NO;85;06.03.18;19;8;1;27,53;0
3077;22.03.17;Promotions;web;36;male;In a Partnership;NO;Employee;YES;NO;286;03.05.18;52;6;2;42,97;0
3078;18.05.17;Partnership (non rev share);web;40;male;Married;NO;Employee;YES;NO;4;20.05.17;3;1;0;0;0
3079;04.03.17;Promotions;web;51;male;Married;YES;Employee;YES;NO;24;28.09.17;6;3;0;40,04;0
3080;15.02.17;Organic;app;36;male;Married;YES;Employee;YES;NO;10;01.03.17;7;3;0;24,64;0
3081;16.05.17;Partnership (non rev share);web;29;male;Married;NO;Employee;NO;NO;36;08.04.18;21;5;0;13,08;0
3082;26.04.17;Partnership (non rev share);app;36;male;Married;NO;Unemployeed;YES;NO;16;16.05.17;10;4;0;0;0
3083;02.01.17;Organic;web;56;male;Married;YES;Employee;YES;NO;114;22.04.18;8;9;0;88,16;0
3084;15.04.17;Partnership (non rev share);web;23;male;Single;NO;Student/Trainee;NO;NO;12;03.10.17;6;3;0;0;0
3085;14.04.17;Organic;app;47;female;In a Partnership;YES;Employee;NO;NO;15;10.02.18;18;5;0;65,87;0
3086;11.01.17;Promotions;web;33;male;Single;YES;Employee;YES;NO;50;06.10.17;4;13;0;24,78;0
3087;28.04.17;Digital Incent;app;35;male;In a Partnership;YES;Employee;YES;NO;21;14.02.18;5;4;0;9,79;0
3088;15.01.17;Organic;app;41;male;Married;YES;Employee;YES;NO;6;17.01.17;1;6;0;121,38;0
3089;16.04.17;Facebook;app;44;male;Married;YES;Employee;YES;NO;8;28.11.17;10;4;0;16,09;0
3090;13.01.17;Print;app;25;male;In a Partnership;NO;Student/Trainee;YES;NO;8;22.05.17;3;1;0;0;0
3091;11.01.17;Organic;app;71;female;Married;NO;Retired;YES;NO;4;15.01.17;1;0;0;0;0
3092;18.05.17;Digital Incent;app;37;male;Married;YES;Unemployeed;NO;NO;2;18.05.17;11;1;0;0;0
3093;17.05.17;Partnership (non rev share);web;48;male;Married;YES;Unemployeed;NO;NO;17;10.11.17;20;7;0;81,32;0
3094;04.03.17;Digital Incent;app;20;male;Single;NO;Employee;NO;NO;8;08.03.17;0;1;0;0;0
3095;05.05.17;Search;app;23;male;Single;NO;Freelancer/Self-employed;NO;NO;1;05.05.17;1;;;0;0
3096;24.04.17;Partnership (non rev share);web;36;male;Married;YES;Employee;YES;NO;36;18.01.18;12;8;0;45,14;0
3097;29.03.17;Organic;app;20;male;Single;NO;Employee;YES;NO;7;01.04.17;5;1;0;0;0
3098;30.03.17;Organic;web;39;female;Married;NO;Employee;YES;YES;24;24.10.17;9;3;0;7,55;0
3099;14.02.17;Promotions;web;61;male;Single;YES;Employee;NO;NO;13;02.05.18;14;2;0;11;0
3100;30.05.17;Partnership (non rev share);web;51;female;In a Partnership;YES;Employee;YES;NO;2;30.05.17;7;3;0;37,81;0
3101;03.03.17;Promotions;web;28;male;In a Partnership;NO;Student/Trainee;YES;YES;3;08.03.17;1;1;0;0;0
3102;19.05.17;Organic;app;64;male;Married;YES;Employee;YES;NO;1;19.05.17;3;;;0;0
3103;23.04.17;Organic;web;47;male;Single;NO;Employee;NO;NO;2;23.04.17;10;6;0;4,9;0
3104;02.01.17;Organic;app;28;male;In a Partnership;NO;Employee;YES;YES;8;10.04.17;1;3;0;0;0
3105;23.02.17;Organic;web;23;female;In a Partnership;NO;Student/Trainee;YES;NO;5;28.02.17;8;4;0;87,84;0
3106;23.02.17;Organic;app;48;male;Single;NO;Unemployeed;NO;NO;16;24.03.17;4;1;2;19,12;0
3107;01.05.17;Digital Incent;app;40;male;Single;NO;Student/Trainee;NO;NO;9;26.09.17;16;2;1;72,19;0
3108;08.02.17;Organic;app;33;male;In a Partnership;YES;Employee;YES;NO;14;23.08.17;8;6;0;39,13;0
3109;17.04.17;Partnership (non rev share);web;31;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;2;17.04.17;28;3;0;0;0
3110;14.04.17;Partnership (non rev share);web;43;female;Single;NO;Employee;YES;NO;35;25.04.18;18;4;0;24,09;0
3111;15.03.17;Promotions;web;20;male;Single;NO;Student/Trainee;YES;NO;6;13.08.17;6;4;0;0,11;0
3112;27.05.17;Organic;app;37;male;Single;YES;Employee;YES;NO;2;27.05.17;1;1;0;0;0
3113;20.04.17;Partnership (non rev share);web;35;female;Married;NO;Employee;YES;NO;37;21.12.17;46;5;0;0;0
3114;15.02.17;Organic;app;29;female;In a Partnership;NO;Unemployeed;YES;NO;2;08.03.17;1;3;0;0;0
3115;19.05.17;Digital Incent;app;34;male;In a Partnership;YES;Employee;NO;YES;6;20.05.17;3;1;0;0;0
3116;05.02.17;Facebook;app;29;male;Married;YES;Freelancer/Self-employed;YES;YES;3;05.02.17;0;;;0;0
3117;22.05.17;Partnership (non rev share);web;37;female;Married;NO;Employee;YES;NO;9;19.03.18;15;5;0;95,38;0
3118;08.03.17;Print;app;54;female;Single;YES;Employee;YES;NO;46;18.04.18;11;8;0;16,47;0
3119;21.05.17;Partnership (non rev share);web;31;male;In a Partnership;NO;Employee;YES;NO;61;06.04.18;13;4;1;73,68;0
3120;04.04.17;Organic;app;22;male;In a Partnership;NO;Student/Trainee;YES;NO;23;28.12.17;2;2;0;0;0
3121;09.04.17;Digital Incent;app;21;male;In a Partnership;NO;Civil Servant;YES;NO;25;23.04.18;13;2;1;18,38;0
3122;02.02.17;Organic;web;43;female;Married;YES;Employee;YES;NO;14;17.10.17;8;0;2;32,2;0
3123;26.05.17;Digital Incent;app;23;male;In a Partnership;NO;Employee;YES;YES;6;07.04.18;1;2;0;0;0
3124;23.04.17;Partnership (non rev share);web;48;male;Married;NO;Employee;NO;NO;1;23.04.17;1;1;0;0;0
3125;15.05.17;Digital Incent;app;28;male;Single;NO;Employee;YES;NO;12;08.07.17;11;4;0;54,68;0
3126;09.04.17;Digital Incent;app;25;female;In a Partnership;NO;Employee;NO;NO;1;09.04.17;9;;;0;0
3127;23.03.17;Promotions;app;47;male;In a Partnership;YES;Employee;YES;NO;80;08.04.18;73;7;2;177,19;0
3128;18.05.17;Organic;app;54;male;Married;NO;Unemployeed;YES;NO;17;19.08.17;9;2;0;0;0
3129;12.03.17;Digital Incent;app;44;male;Single;NO;Unemployeed;NO;NO;2;12.03.17;1;1;0;0;0
3130;05.02.17;Organic;app;32;male;Married;YES;Civil Servant;YES;YES;43;10.03.18;23;11;0;22,63;0
3131;01.01.17;Organic;app;27;male;In a Partnership;NO;Employee;YES;NO;50;28.02.17;9;7;0;5,71;0
3132;14.05.17;Partnership (non rev share);web;45;male;Married;NO;Employee;YES;NO;9;22.01.18;12;5;0;97,03;0
3133;21.04.17;Partnership (non rev share);web;33;male;In a Partnership;NO;Employee;NO;NO;2;21.04.17;2;3;0;10,45;0
3134;27.04.17;Partnership (non rev share);web;23;male;In a Partnership;NO;Student/Trainee;NO;NO;2;27.04.17;1;1;0;11,52;0
3135;14.02.17;Print;app;31;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;12;08.09.17;5;2;0;0;0
3136;02.04.17;Digital Incent;app;31;male;Single;NO;Employee;NO;NO;3;02.04.17;2;1;0;0;0
3137;04.05.17;Partnership (non rev share);web;39;male;In a Partnership;NO;Employee;YES;NO;50;18.04.18;22;8;1;69,63;85
3138;23.03.17;Organic;app;28;male;Single;NO;Employee;NO;NO;38;09.04.18;65;2;4;121,9;138,5
3139;02.04.17;Organic;app;43;male;Single;NO;Employee;YES;NO;43;27.02.18;20;8;0;22,3;85
3140;31.05.17;Partnership (non rev share);web;57;male;Single;NO;Employee;YES;NO;3;31.05.17;2;1;0;0;0
3141;20.04.17;Partnership (non rev share);web;38;male;Married;YES;Employee;YES;YES;2;20.04.17;2;;;0;0
3142;02.05.17;Print;web;58;male;Married;YES;Employee;YES;NO;15;10.11.17;14;5;0;24,22;0
3143;27.04.17;Partnership (non rev share);web;52;male;Single;NO;Employee;NO;NO;65;18.04.18;57;8;1;39,96;0
3144;23.05.17;Partnership (non rev share);web;55;male;Single;NO;Employee;YES;NO;5;02.06.17;13;7;0;5,61;0
3145;05.05.17;Promotions;web;30;male;Married;YES;Civil Servant;YES;YES;15;16.11.17;10;4;0;13,54;0
3146;01.02.17;Partnership (non rev share);web;36;female;Married;NO;Employee;YES;NO;20;31.03.17;5;2;0;0;0
3147;20.02.17;Partnership (non rev share);web;27;male;Single;NO;Employee;NO;NO;6;15.09.17;7;2;0;6,76;0
3148;02.03.17;Test;app;42;female;Married;YES;Employee;YES;NO;6;07.03.17;1;1;0;0;0
3149;04.02.17;Partnership (non rev share);web;49;male;In a Partnership;NO;Employee;NO;NO;10;14.03.18;2;5;0;0;0
3150;26.05.17;Digital Incent;app;34;male;Single;NO;Employee;YES;NO;1;26.05.17;1;1;0;0;0
3151;30.05.17;Partnership (non rev share);web;45;female;Married;NO;Employee;YES;YES;2;30.05.17;1;;;0;0
3152;19.01.17;Digital Incent;app;37;male;Single;NO;Employee;YES;NO;5;19.01.17;5;1;0;0;0
3153;22.04.17;Promotions;web;22;male;Single;NO;Student/Trainee;NO;NO;40;28.07.17;7;6;0;5,43;0
3154;26.04.17;Partnership (non rev share);app;51;female;Single;YES;Employee;YES;NO;12;15.02.18;11;9;0;63,02;0
3155;13.04.17;Partnership (non rev share);web;39;male;Married;YES;Employee;YES;YES;2;13.04.17;5;7;0;71,13;0
3156;12.04.17;Digital Incent;app;39;male;Single;YES;Unemployeed;NO;YES;4;12.04.17;3;;;0;0
3157;02.03.17;Promotions;web;28;male;In a Partnership;NO;Employee;YES;NO;23;01.04.18;4;3;0;10,21;0
3158;01.02.17;Organic;app;29;male;Married;YES;Employee;YES;YES;11;27.02.17;11;2;0;0;0
3159;01.03.17;Digital Incent;app;30;female;Married;YES;Employee;NO;NO;5;01.03.17;0;1;0;0;0
3160;24.03.17;Digital Incent;app;37;female;In a Partnership;YES;Freelancer/Self-employed;YES;NO;5;24.03.17;2;2;0;0;0
3161;24.04.17;Partnership (non rev share);web;64;female;Single;YES;Unemployeed;NO;NO;10;05.09.17;6;3;0;5,11;0
3162;05.05.17;Digital Incent;app;30;female;Single;NO;Student/Trainee;NO;NO;4;17.05.17;3;1;0;0;0
3163;26.01.17;Organic;web;33;male;In a Partnership;YES;Employee;YES;NO;52;15.11.17;10;6;0;53,4;0
3164;05.02.17;Organic;web;31;male;In a Partnership;NO;Employee;YES;YES;15;18.02.17;2;2;0;10,19;0
3165;08.05.17;Organic;web;22;male;In a Partnership;NO;Employee;YES;NO;40;16.04.18;17;5;0;25,33;0
3166;06.01.17;Organic;app;25;male;In a Partnership;NO;Employee;YES;NO;24;24.04.17;2;2;0;0;0
3167;14.02.17;Print;app;24;male;In a Partnership;NO;Employee;NO;NO;27;13.09.17;1;2;0;9,55;0
3168;18.05.17;Partnership (non rev share);web;28;male;Married;NO;Freelancer/Self-employed;YES;NO;5;26.05.17;23;1;0;0;0
3169;12.04.17;Organic;web;32;male;Single;NO;Employee;YES;YES;16;12.05.17;11;2;0;0;0
3170;09.05.17;Digital Incent;app;28;male;In a Partnership;NO;Employee;NO;NO;1;09.05.17;4;;;0;0
3171;05.02.17;Partnership (non rev share);web;43;male;Single;NO;Freelancer/Self-employed;NO;NO;14;24.07.17;15;6;0;167,66;0
3172;25.05.17;Promotions;web;44;female;Single;NO;Freelancer/Self-employed;YES;NO;46;11.01.18;22;10;0;6,4;0
3173;25.03.17;Promotions;app;24;male;In a Partnership;NO;Employee;YES;YES;11;20.06.17;5;4;0;20,82;0
3174;15.02.17;Digital Incent;app;28;female;In a Partnership;NO;Employee;YES;NO;14;22.11.17;16;1;0;0;0
3175;11.01.17;Promotions;web;32;male;In a Partnership;NO;Employee;YES;NO;7;19.06.17;1;10;0;6,18;0
3176;02.01.17;Organic;app;27;female;Married;NO;Employee;YES;YES;8;19.01.17;1;1;0;0;0
3177;17.02.17;Organic;app;22;male;Single;NO;Freelancer/Self-employed;YES;NO;5;21.02.17;1;1;0;0;0
3178;24.02.17;Digital Incent;app;24;male;Single;YES;Unemployeed;NO;NO;1;24.02.17;0;1;0;0;0
3179;27.04.17;Partnership (non rev share);web;31;male;Married;YES;Employee;YES;NO;1;27.04.17;6;1;0;8,69;0
3180;29.04.17;Partnership (non rev share);web;60;male;Married;NO;Employee;YES;NO;1;29.04.17;2;6;0;63,21;0
3181;12.01.17;Organic;app;25;male;In a Partnership;NO;Employee;YES;NO;38;20.04.17;11;6;0;187,58;0
3182;01.03.17;Organic;app;31;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;1;06.06.17;3;;;0;0
3183;19.05.17;Partnership (non rev share);web;36;male;Married;YES;Employee;YES;NO;24;04.01.18;3;6;0;3,57;0
3184;24.05.17;Digital Incent;app;40;female;Married;YES;Student/Trainee;YES;YES;3;24.05.17;1;1;0;0;0
3185;22.05.17;Partnership (non rev share);web;31;male;Married;NO;Employee;YES;YES;60;17.03.18;25;7;0;13,08;0
3186;12.03.17;Organic;web;28;male;In a Partnership;NO;Employee;NO;YES;17;27.04.17;19;2;0;0;0
3187;03.05.17;Partnership (non rev share);web;28;male;Single;NO;Employee;YES;YES;14;15.06.17;10;5;0;4,71;0
3188;07.04.17;Facebook;web;47;male;Married;NO;Employee;YES;NO;48;01.05.18;28;12;0;0;0
3189;24.05.17;Partnership (non rev share);web;32;male;Single;YES;Employee;YES;NO;5;28.06.17;8;5;0;50,75;0
3190;16.01.17;Organic;app;37;female;Single;NO;Employee;YES;NO;7;06.09.17;11;6;0;36,38;0
3191;12.01.17;Digital Incent;app;52;female;Single;NO;Employee;YES;NO;4;12.01.17;8;1;0;0;0
3192;16.01.17;Digital Incent;app;26;male;Single;NO;Employee;YES;NO;58;20.03.18;30;3;1;6,68;1155,5
3193;14.04.17;Organic;web;21;female;In a Partnership;NO;Student/Trainee;YES;NO;13;24.07.17;7;1;0;0;0
3194;11.01.17;Digital Incent;app;31;male;Single;YES;Unemployeed;NO;NO;8;14.01.17;1;1;0;0;0
3195;27.05.17;Promotions;web;26;male;Single;NO;Student/Trainee;NO;NO;29;04.07.17;7;1;0;0;0
3196;01.02.17;Organic;app;44;male;Married;YES;Unemployeed;YES;NO;1;01.02.17;0;1;0;0;0
3197;16.05.17;Partnership (non rev share);web;47;male;Married;YES;Employee;YES;NO;45;19.04.18;46;10;1;407,57;0
3198;06.03.17;Digital Incent;app;35;male;In a Partnership;YES;Unemployeed;NO;NO;3;07.03.17;6;2;0;0;0
3199;25.05.17;Partnership (non rev share);web;42;male;Single;NO;Employee;NO;NO;56;29.03.18;24;7;0;0;0
3200;11.02.17;Organic;app;63;male;Married;NO;Employee;YES;YES;2;11.02.17;0;1;0;119,52;0
3201;19.01.17;Facebook;app;26;male;In a Partnership;NO;Employee;YES;YES;33;06.04.17;15;4;0;0;0
3202;15.03.17;Facebook;app;22;male;Single;NO;Employee;YES;NO;2;15.03.17;1;;;0;0
3203;30.03.17;Organic;web;42;male;Single;YES;Employee;NO;NO;1;30.03.17;9;2;0;87,61;0
3204;01.03.17;Digital Incent;app;27;female;In a Partnership;NO;Employee;YES;NO;31;17.01.18;14;4;0;0;0
3205;30.05.17;Partnership (non rev share);web;28;male;Married;NO;Employee;NO;NO;3;01.06.17;1;2;0;10,75;0
3206;22.03.17;Digital Incent;web;27;male;In a Partnership;NO;Employee;NO;YES;10;04.05.17;5;2;0;0;0
3207;12.03.17;Partnership (non rev share);web;37;male;In a Partnership;YES;Employee;YES;NO;28;17.11.17;6;6;0;60,63;0
3208;22.04.17;Partnership (non rev share);web;55;female;Single;NO;Employee;NO;NO;494;19.02.18;60;10;7;38,29;0
3209;28.05.17;Organic;web;29;female;In a Partnership;YES;Employee;YES;NO;11;14.06.17;1;2;0;5,99;0
3210;14.05.17;Digital Incent;app;32;female;In a Partnership;YES;Unemployeed;NO;NO;10;10.06.17;3;;;0;0
3211;20.04.17;Partnership (non rev share);web;22;female;In a Partnership;NO;Student/Trainee;YES;NO;7;10.11.17;4;2;0;0;0
3212;25.05.17;Digital Incent;app;28;male;Single;NO;Employee;NO;NO;1;25.05.17;1;1;0;0;0
3213;01.02.17;Partnership (non rev share);web;35;male;Married;NO;Employee;YES;YES;3;04.02.17;11;4;0;12,57;0
3214;29.05.17;Organic;app;35;male;Single;NO;Employee;YES;NO;145;05.04.18;17;10;0;43,89;0
3215;22.03.17;Digital Incent;app;29;male;In a Partnership;NO;Employee;NO;NO;7;25.03.17;2;1;0;0;0
3216;19.04.17;Digital Incent;app;26;male;In a Partnership;NO;Student/Trainee;NO;YES;22;04.09.17;5;1;0;0;0
3217;15.02.17;Organic;app;35;male;Single;NO;Employee;YES;YES;7;27.02.17;7;4;0;109,03;0
3218;27.02.17;Digital Incent;app;19;female;Single;NO;Unemployeed;YES;NO;1;27.02.17;4;1;0;0;0
3219;11.03.17;Organic;web;29;male;Single;YES;Employee;YES;NO;7;21.06.17;10;2;0;11,31;0
3220;27.04.17;Partnership (non rev share);web;52;male;Single;NO;Employee;YES;NO;1;27.04.17;3;3;0;0,94;0
3221;20.03.17;Digital Incent;app;24;male;In a Partnership;YES;Employee;NO;NO;6;22.03.17;9;1;0;0;0
3222;10.03.17;Digital Incent;app;35;male;Married;YES;Employee;YES;NO;22;07.09.17;16;1;0;0;0
3223;15.05.17;Partnership (non rev share);web;45;male;Married;YES;Employee;YES;NO;26;22.02.18;36;10;1;128,84;0
3224;15.04.17;Organic;app;24;male;In a Partnership;NO;Employee;YES;NO;3;16.04.17;1;4;0;66,78;0
3225;02.02.17;Organic;app;41;male;Married;NO;Employee;NO;YES;64;13.12.17;22;2;2;32,94;0
3226;08.03.17;Promotions;web;46;male;Married;YES;Employee;YES;NO;37;18.04.18;14;6;1;19,31;0
3227;07.05.17;Partnership (non rev share);web;26;male;Single;NO;Student/Trainee;NO;NO;1;07.05.17;3;1;0;0;0
3228;15.05.17;Partnership (non rev share);web;43;male;Married;YES;Employee;YES;NO;5;02.06.17;9;4;0;303,3;0
3229;26.05.17;Partnership (non rev share);web;54;male;Single;NO;Employee;YES;NO;14;01.08.17;11;7;0;24,31;0
3230;31.03.17;Promotions;web;73;female;Married;NO;Retired;YES;NO;11;07.07.17;1;1;0;0;0
3231;25.05.17;Partnership (non rev share);web;23;male;In a Partnership;NO;Student/Trainee;NO;NO;4;03.07.17;4;1;0;0;0
3232;27.04.17;Partnership (non rev share);web;66;male;In a Partnership;NO;Retired;YES;NO;4;03.06.17;5;2;0;0;0
3233;19.03.17;Organic;app;32;male;Single;NO;Employee;YES;YES;3;12.07.17;16;4;0;79,54;0
3234;17.05.17;Partnership (non rev share);web;33;male;Married;NO;Employee;YES;NO;8;19.06.17;5;3;0;12;0
3235;03.03.17;Digital Incent;app;23;male;Single;NO;Student/Trainee;NO;YES;4;03.03.17;4;;;0;0
3236;23.01.17;Digital Incent;app;27;female;Single;NO;Unemployeed;NO;NO;4;23.01.17;0;1;0;0;0
3237;01.05.17;Partnership (non rev share);web;46;male;Married;NO;Civil Servant;YES;NO;5;01.05.17;7;3;0;24,22;0
3238;31.03.17;Digital Incent;app;21;male;Single;NO;Student/Trainee;NO;NO;8;11.04.17;2;2;0;10,17;0
3239;31.05.17;Partnership (non rev share);web;31;male;Single;NO;Student/Trainee;YES;NO;3;31.05.17;1;1;0;0;0
3240;18.01.17;Organic;web;39;male;Single;YES;Employee;NO;NO;4;20.01.17;2;1;0;0;0
3241;02.02.17;Organic;app;27;male;Married;NO;Freelancer/Self-employed;NO;YES;18;21.02.17;9;5;0;63,52;0
3242;11.01.17;Promotions;web;30;male;Married;YES;Employee;YES;NO;8;10.02.17;0;2;0;21,99;0
3243;06.05.17;Partnership (non rev share);web;41;male;Single;NO;Employee;NO;YES;18;08.12.17;6;2;0;72,9;316,8
3244;04.05.17;Digital Incent;app;21;female;In a Partnership;NO;Civil Servant;YES;NO;3;04.05.17;4;1;0;0;0
3245;12.04.17;Organic;app;46;male;Married;YES;Employee;NO;NO;20;15.12.17;27;5;1;142,64;1009,8
3246;12.03.17;Promotions;web;32;male;In a Partnership;NO;Employee;NO;NO;96;11.12.17;9;2;0;35,1;0
3247;27.04.17;Partnership (non rev share);web;35;male;Married;YES;Employee;YES;YES;11;18.09.17;8;5;0;42,08;0
3248;16.05.17;Partnership (non rev share);web;57;female;Married;YES;Employee;YES;NO;14;12.04.18;13;3;0;15,87;0
3249;03.03.17;Organic;app;35;male;In a Partnership;NO;Employee;NO;NO;3;03.03.17;19;2;0;0;0
3250;31.05.17;Partnership (non rev share);web;20;female;Single;NO;Student/Trainee;YES;YES;1;31.05.17;3;1;0;0;0
3251;22.05.17;Partnership (non rev share);web;67;male;Married;YES;Retired;YES;NO;19;22.02.18;7;2;0;0;0
3252;24.05.17;Facebook;app;41;male;Married;YES;Employee;YES;NO;4;25.05.17;3;1;0;0;0
3253;02.05.17;Partnership (non rev share);web;29;male;Married;YES;Employee;YES;NO;46;20.12.17;28;10;0;55,17;0
3254;08.03.17;Digital Incent;app;27;female;Single;NO;Employee;NO;YES;1;08.03.17;1;1;0;0;0
3255;16.01.17;Facebook;app;38;male;Single;NO;Civil Servant;NO;NO;17;29.09.17;4;1;0;0,1;0
3256;22.05.17;Search;app;40;male;Married;YES;Employee;YES;NO;3;22.05.17;9;2;0;0;0
3257;20.01.17;Organic;web;40;male;Married;YES;Employee;YES;NO;34;29.01.18;10;5;1;35,78;0
3258;12.05.17;Promotions;web;44;female;Single;NO;Unemployeed;NO;NO;1;12.05.17;4;1;0;11,04;0
3259;14.04.17;Organic;app;36;female;Single;NO;Employee;NO;NO;9;23.05.17;18;2;0;14,73;0
3260;26.01.17;Organic;app;52;male;Married;YES;Freelancer/Self-employed;YES;NO;2;05.04.18;5;;;0;0
3261;13.04.17;Partnership (non rev share);web;34;female;Single;NO;Employee;NO;NO;67;11.04.18;17;6;1;11,23;0
3262;20.03.17;Organic;app;46;male;Married;YES;Employee;YES;NO;18;20.04.17;12;4;0;26,96;0
3263;10.02.17;Organic;app;54;male;Single;YES;Employee;YES;NO;22;23.03.18;11;2;0;16,08;0
3264;29.03.17;Digital Incent;app;46;male;Single;YES;Unemployeed;YES;NO;3;28.05.17;3;1;0;0;0
3265;12.04.17;Organic;app;53;male;Married;YES;Freelancer/Self-employed;YES;NO;5;27.04.17;1;1;0;0;0
3266;01.03.17;Digital Incent;app;57;male;Single;YES;Freelancer/Self-employed;YES;NO;71;23.04.18;61;4;0;138,89;0
3267;27.04.17;Partnership (non rev share);web;34;male;Married;YES;Freelancer/Self-employed;YES;NO;40;16.04.18;14;3;0;61,2;0
3268;26.01.17;Organic;web;24;female;In a Partnership;YES;Employee;YES;NO;176;02.05.18;54;2;4;14,97;0
3269;10.03.17;Digital Incent;app;37;female;Single;YES;Unemployeed;NO;NO;2;10.03.17;10;3;0;0;0
3270;02.02.17;Facebook;app;30;male;In a Partnership;NO;Student/Trainee;YES;NO;36;24.01.18;11;2;0;0;0
3271;02.04.17;Digital Incent;app;47;male;Single;YES;Employee;YES;NO;4;02.04.17;8;2;0;62,24;0
3272;06.03.17;Digital Incent;app;35;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;1;06.03.17;1;2;0;0;0
3273;16.05.17;Organic;app;50;male;Married;YES;Employee;YES;NO;30;28.03.18;36;5;2;296,5;0
3274;17.04.17;Digital Incent;app;40;male;In a Partnership;YES;Freelancer/Self-employed;YES;YES;3;17.04.17;9;0;0;67,7;0
3275;30.03.17;Promotions;web;44;female;Married;YES;Employee;YES;NO;5;08.06.17;17;10;0;122,37;0
3276;02.03.17;Organic;app;23;male;Single;NO;Student/Trainee;YES;NO;14;21.03.17;2;3;0;0;0
3277;21.01.17;Facebook;app;37;male;Single;NO;Freelancer/Self-employed;YES;NO;28;15.03.17;21;4;1;138,55;0
3278;03.03.17;Digital Incent;app;40;male;In a Partnership;NO;Unemployeed;YES;NO;10;21.03.17;0;1;0;0;0
3279;22.04.17;Search;app;56;female;Married;YES;Retired;YES;NO;5;04.05.17;1;;;0;0
3280;17.03.17;Promotions;web;46;male;Married;YES;Employee;YES;NO;18;20.01.18;18;7;1;0;0
3281;15.05.17;Partnership (non rev share);web;28;male;Married;YES;Employee;YES;NO;16;11.01.18;8;2;0;0;0
3282;31.05.17;Digital Incent;app;35;female;In a Partnership;NO;Employee;YES;NO;1;31.05.17;3;;;0;0
3283;26.04.17;Organic;web;64;male;Single;NO;Employee;YES;NO;9;16.10.17;5;2;0;107,52;0
3284;11.04.17;Partnership (non rev share);web;51;male;Married;YES;Employee;YES;NO;82;13.04.18;11;7;0;193,19;0
3285;06.01.17;Partnership (non rev share);web;44;male;Married;YES;Employee;YES;YES;32;02.03.18;12;3;0;0;0
