Contract ID;Created Date;Type;Insurance Category;Yearly Management Fee;Sales Fee;Customer ID
8136;30.05.17;Existing Contract;Statutory health insurance;;0;1297
8137;10.02.17;Existing Contract;Personal liability insurance;;0;4825
8138;17.02.17;Existing Contract;Statutory health insurance;;0;1649
8139;31.03.17;Existing Contract;Term life insurance;;0;2203
8140;23.05.17;Existing Contract;Household contents insurance;;0;2127
8141;14.07.17;New Contract;Accident insurance;24,96;0;2926
8142;12.04.17;Existing Contract;Supplementary dental insurance;2,92;0;5261
8143;12.05.17;Existing Contract;Personal liability insurance & professional indemnity insurance;;0;2361
8144;30.05.17;Existing Contract;Private pension insurance;;0;4975
8145;29.05.17;Existing Contract;Accident insurance;;0;3028
8146;07.02.17;Existing Contract;Statutory health insurance;;0;907
8147;22.05.17;Existing Contract;Homeowner’s building insurance;;0;915
8148;22.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);100,53;0;3762
8149;15.03.17;Existing Contract;Trailer insurance;;0;2488
8150;02.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);0;0;2294
8151;10.11.17;Existing Contract;Legal protection insurance;0;0;5258
8152;27.04.17;Existing Contract;Statutory health insurance;;0;3318
8153;09.06.17;New Contract;Personal liability insurance;9,19;0;4924
8154;12.05.17;Existing Contract;Travel health insurance;;0;4678
8155;13.04.17;Existing Contract;Statutory health insurance;;0;2868
8156;10.02.17;Existing Contract;Accident insurance;0;0;2457
8157;09.05.17;Existing Contract;Electrical items insurance;0;0;728
8158;08.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;10,19;0;3164
8159;08.07.17;Existing Contract;Dog owner liability insurance;;0;2050
8160;24.05.17;Existing Contract;Legal protection insurance;25,37;0;1046
8161;25.02.17;Existing Contract;Statutory health insurance;;0;1684
8162;22.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);0;0;4413
8163;11.09.17;New Contract;Occupational disability insurance;14,09;2085,25;4276
8164;16.02.17;Existing Contract;Mobile phone insurance;0;0;2565
8165;27.04.17;Existing Contract;Statutory health insurance;;0;533
8166;07.06.17;Existing Contract;Household contents insurance;11,89;0;2876
8167;05.04.18;Existing Contract;Travel health insurance;;0;5169
8168;04.09.17;New Contract;Personal liability insurance;13,09;0;619
8169;13.07.17;Existing Contract;Legal protection insurance;33,94;0;5062
8170;03.04.17;Existing Contract;Household contents insurance;0;0;1452
8171;15.03.17;Existing Contract;Personal liability insurance;;0;660
8172;29.06.17;Existing Contract;ADAC (automobile) membership;;0;1810
8173;24.03.17;Existing Contract;Motor vehicle liability insurance;;0;1132
8174;07.06.17;Existing Contract;Dog owner liability insurance;0;0;4086
8175;22.02.17;Existing Contract;Personal liability insurance, household contents insurance, legal protection insurance, accident insurance & glass insurance;262,25;0;3637
8176;03.04.17;Existing Contract;Household contents insurance;0;0;4461
8177;02.05.17;Existing Contract;Personal liability insurance;;0;177
8178;15.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;2406
8179;17.03.17;Existing Contract;Personal liability insurance & accident insurance;;0;3063
8180;07.06.17;Existing Contract;Homeowner’s building insurance;58,17;0;3399
8181;21.03.17;Existing Contract;Pet owner liability insurance;;0;2579
8182;06.04.17;Existing Contract;Personal liability insurance, homeowner’s building insurance, household contents insurance & legal protection insurance;188,19;0;1316
8183;11.07.17;Existing Contract;ADAC (automobile association) Plus membership;;0;1994
8184;19.06.17;Existing Contract;Motor vehicle liability insurance;;0;3774
8185;01.06.17;Existing Contract;Personal liability insurance;12,19;0;3117
8186;04.04.17;New Contract;Personal liability insurance;9,52;0;3127
8187;21.04.17;Existing Contract;Statutory health insurance;;0;205
8188;26.05.17;Existing Contract;Personal liability insurance & service indemnity insurance;0;0;2435
8189;27.06.17;Existing Contract;ADAC (automobile association) Plus membership;;0;2019
8190;26.04.17;Existing Contract;Statutory health insurance;;0;3858
8191;18.05.17;Existing Contract;Occupational disability insurance;6,38;0;4053
8192;06.09.17;Existing Contract;Personal liability insurance;12,69;0;40
8193;10.03.17;Existing Contract;Statutory health insurance;;0;4362
8194;03.03.17;Existing Contract;Personal liability insurance;187,59;0;4511
8195;06.03.17;Existing Contract;Personal liability insurance;8,22;0;5032
8196;21.09.17;Existing Contract;Motor vehicle liability insurance;38,73;0;3689
8197;10.08.17;Existing Contract;Travel health insurance, travel cancellation insurance & travel curtailment insurance;;0;3894
8198;09.02.17;Existing Contract;Statutory health insurance;;0;1803
8199;02.08.17;Existing Contract;Travel health insurance;;0;4955
8200;20.05.17;Existing Contract;Statutory health insurance;;0;962
8201;12.06.17;Existing Contract;Personal liability insurance;;0;2874
8202;04.05.17;Existing Contract;Homeowner’s building insurance;;0;4979
8203;01.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;4462
8204;03.03.17;Existing Contract;Statutory health insurance;;0;2357
8205;14.02.17;Existing Contract;Basic pension insurance;;0;4243
8206;23.02.17;Existing Contract;Supplementary dental insurance;11,51;0;1052
8207;18.05.17;Existing Contract;Household contents insurance;14,27;0;4068
8208;02.03.17;Existing Contract;Accident insurance;;0;1275
8209;10.05.17;Existing Contract;Accident insurance;45,12;0;659
8210;08.05.17;Existing Contract;Guarantee extension;;0;766
8211;07.06.17;Existing Contract;Occupational disability insurance & term life insurance;7,62;0;1569
8212;03.05.17;Existing Contract;Statutory health insurance;;0;1278
8213;22.03.17;Existing Contract;Riester pension insurance scheme;;0;4503
8214;03.02.17;Existing Contract;Statutory health insurance;;0;1314
8215;03.03.17;Existing Contract;Personal liability insurance;16,84;0;921
8216;31.03.17;Existing Contract;Accident insurance;6,66;0;2588
8217;17.05.17;Existing Contract;Personal liability insurance;0;0;2937
8218;19.02.18;Existing Contract;Travel health insurance;;0;2263
8219;19.04.17;Existing Contract;Personal liability insurance;15,25;0;4014
8220;30.05.17;Existing Contract;Supplementary dental insurance;;0;4028
8221;27.03.17;Existing Contract;Accident insurance;53,39;0;2772
8222;08.05.17;Existing Contract;Statutory health insurance;;0;170
8223;18.05.17;Existing Contract;Riester pension insurance scheme;29,22;0;2130
8224;03.03.17;Existing Contract;Travel health insurance;0,27;0;625
8225;16.02.17;Existing Contract;Occupational disability insurance & term life insurance;0;0;2163
8226;13.03.17;Existing Contract;Guarantee extension;;0;141
8227;22.07.17;Existing Contract;Personal liability insurance;;0;3969
8228;24.05.17;Existing Contract;Basic pension insurance;;0;486
8229;18.01.17;Existing Contract;Riester pension insurance scheme;0;0;1725
8230;15.01.17;Existing Contract;Statutory health insurance;;0;135
8231;20.03.18;Existing Contract;Riester pension insurance scheme;;0;4200
8232;15.03.17;Existing Contract;Personal liability insurance;13,26;0;4450
8233;12.10.17;Existing Contract;Statutory health insurance;;0;2394
8234;25.05.17;Existing Contract;Statutory health insurance;;0;4028
8235;13.06.17;Existing Contract;Personal liability insurance;;0;2519
8236;15.02.17;Existing Contract;Statutory health insurance;;0;3413
8237;28.09.17;Existing Contract;Personal liability insurance;;0;1222
8238;06.03.17;Existing Contract;Foreign travel health insurance;0,22;0;4973
8239;05.01.17;Existing Contract;Statutory health insurance;;0;2497
8240;09.02.17;Existing Contract;Personal liability insurance;0;0;1923
8241;03.04.17;Existing Contract;Legal protection insurance;0;0;50
8242;19.06.17;Existing Contract;Dog owner liability insurance;9,2;0;1318
8243;23.06.17;Existing Contract;Legal protection insurance;49,9;0;4486
8244;22.03.17;Existing Contract;Statutory health insurance;;0;4311
8245;30.03.17;Existing Contract;Statutory health insurance;;0;1779
8246;17.05.17;Existing Contract;Statutory health insurance;;0;4669
8247;06.06.17;Existing Contract;Personal liability insurance;;0;2206
8248;02.05.17;Existing Contract;Statutory health insurance;;0;479
8249;09.05.17;Existing Contract;Private health insurance;100,17;0;3981
8250;10.04.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;94,22;0;1871
8251;18.05.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;86,97;0;3217
8252;20.04.17;Existing Contract;Household contents insurance;6,88;0;659
8253;08.05.17;Existing Contract;Personal liability insurance & household contents insurance;0;0;4557
8254;20.02.17;Existing Contract;Statutory health insurance;;0;2439
8255;29.05.17;Existing Contract;Accident insurance;0;0;2057
8256;21.03.17;Existing Contract;Personal liability insurance;;0;1365
8257;24.03.17;Existing Contract;Accident insurance;;0;4326
8258;24.04.17;Existing Contract;Homeowner’s building insurance;0;0;4650
8259;05.04.17;Existing Contract;Legal protection insurance;0;0;4583
8260;11.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;39,57;0;4255
8261;20.04.17;Existing Contract;Legal protection insurance;30,49;0;119
8262;15.05.17;Existing Contract;Supplementary outpatient health insurance;2;0;5173
8263;18.04.17;Existing Contract;Private health insurance;57,25;0;2517
8264;06.02.17;Existing Contract;Statutory health insurance;;0;3305
8265;03.04.17;New Contract;Household contents insurance;29,86;0;1165
8266;07.06.17;Existing Contract;Supplementary dental insurance;1,16;0;2777
8267;05.09.17;New Contract;Term life insurance;0;303,8;4069
8268;29.06.17;Existing Contract;Homeowner’s building insurance;50,76;0;2310
8269;28.02.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;1520
8270;20.01.17;Existing Contract;Statutory health insurance;;0;3653
8271;04.02.17;Existing Contract;Statutory health insurance;;0;2577
8272;28.02.17;Existing Contract;Personal liability insurance;10,84;0;3528
8273;30.03.17;New Contract;Occupational disability insurance;15,36;1139,2;2162
8274;07.02.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;993
8275;13.04.17;Existing Contract;Legal protection insurance;47,54;0;1079
8276;12.06.17;New Contract;Supplementary dental insurance;5,24;188;382
8277;28.07.17;New Contract;Travel luggage insurance;1,59;0;3894
8278;10.08.17;New Contract;Household contents insurance;18,39;0;3208
8279;09.05.17;Existing Contract;Dog owner liability insurance;11,54;0;3498
8280;20.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;4152
8281;16.06.17;Existing Contract;Occupational disability insurance;17,49;0;2690
8282;23.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;;0;3023
8283;28.02.17;New Contract;Personal liability insurance;7,69;0;3667
8284;30.06.17;Existing Contract;Travel cancellation insurance;20,8;0;509
8285;10.03.17;Existing Contract;Statutory health insurance;;0;627
8286;22.03.17;Existing Contract;Statutory health insurance;;0;4259
8287;13.04.17;Existing Contract;Occupational disability insurance & private pension insurance;36,21;0;3975
8288;14.02.18;Existing Contract;Household contents insurance;26,78;0;4596
8289;06.11.17;New Contract;Accident insurance;55,65;0;4644
8290;27.02.17;Existing Contract;Supplementary hospitalisation insurance, supplementary dental insurance, supplementary outpatient health insurance, daily hospital allowance insurance & compulsory long-term nursing care insurance;5,24;0;3742
8291;03.02.17;Existing Contract;Supplementary dental insurance;2,54;0;441
8292;22.05.17;Existing Contract;Pet owner liability insurance;9,58;0;327
8293;03.04.17;Existing Contract;Statutory health insurance;;0;3695
8294;23.05.17;Existing Contract;Autocycle and moped insurance;;0;4493
8295;27.02.17;Existing Contract;Term life insurance;3,55;0;1586
8296;16.06.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;33,9;0;4745
8297;28.03.17;Existing Contract;Occupational disability insurance;10,79;0;4318
8298;22.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;4514
8299;03.03.17;Existing Contract;Statutory health insurance;;0;2507
8300;05.03.17;Existing Contract;Statutory health insurance;;0;2780
8301;07.07.17;Existing Contract;Household contents insurance;8,58;0;947
8302;04.05.17;Existing Contract;Term life insurance;1,75;0;1795
8303;10.05.17;Existing Contract;Statutory health insurance;;0;694
8304;23.05.17;Existing Contract;Statutory health insurance;;0;3369
8305;24.02.17;Existing Contract;Statutory health insurance;;0;4537
8306;21.04.17;New Contract;Personal liability insurance;7,69;0;2985
8307;02.02.17;Existing Contract;Personal liability insurance;6,01;0;3076
8308;05.01.17;Existing Contract;Statutory health insurance;;0;2765
8309;03.07.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);19,39;0;427
8310;30.03.17;Existing Contract;Household contents insurance;8,2;0;3065
8311;13.06.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);104,76;0;3435
8312;30.06.17;Existing Contract;Personal liability insurance;16,29;0;1764
8313;16.09.17;Existing Contract;Personal liability insurance;12,08;0;2256
8314;29.08.17;Existing Contract;Accident insurance;16,58;0;1239
8315;12.05.17;Existing Contract;Daily sickness benefits insurance;1,26;0;3361
8316;10.11.17;Existing Contract;Private pension insurance;72;0;4974
8317;01.11.17;Existing Contract;Personal liability insurance, household contents insurance, motor vehicle legal protection insurance;43,95;0;2049
8318;13.02.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;3257
8319;09.02.17;Existing Contract;Supplementary dental insurance & supplementary alternative practitioner insurance;2,01;0;830
8320;15.02.17;Existing Contract;Occupational disability insurance;29,22;0;4265
8321;06.02.17;Existing Contract;Travel health insurance;0,3;0;1498
8322;08.07.17;Existing Contract;Riester pension insurance scheme;23,11;0;2165
8323;10.03.17;Existing Contract;Pet owner liability insurance;0;0;1817
8324;17.07.17;Existing Contract;Legal protection insurance;23,46;0;5037
8325;18.12.17;Existing Contract;Legal protection insurance;64,57;0;4349
8326;22.03.17;Existing Contract;Personal liability insurance;9,88;0;3157
8327;25.01.17;Existing Contract;Statutory health insurance;;0;4432
8328;27.02.17;Existing Contract;Daily hospital allowance insurance & supplementary insurance for visual aids;0;0;3923
8329;20.03.17;Existing Contract;Daily sickness benefits insurance;0,73;0;757
8330;19.09.17;Existing Contract;Personal liability insurance;14,9;0;4972
8331;22.08.17;Existing Contract;Legal protection insurance;36,12;0;5315
8332;29.11.17;Existing Contract;Legal protection insurance;37,74;0;4096
8333;31.03.17;Existing Contract;Riester pension insurance scheme;;0;2468
8334;12.07.17;Existing Contract;Statutory health insurance;;0;1476
8335;04.12.17;Existing Contract;Legal protection insurance;46,11;0;3960
8336;18.09.17;Existing Contract;Autocycle and moped insurance;3,56;0;5256
8337;24.05.17;Existing Contract;Private pension insurance;0;0;4539
8338;17.05.17;Existing Contract;Statutory health insurance;;0;3814
8339;16.06.17;Existing Contract;Business liability insurance;27,72;0;1655
8340;25.07.17;Existing Contract;Personal liability insurance;11,43;0;1476
8341;15.03.18;Existing Contract;Supplementary hospitalisation insurance & supplementary outpatient health insurance;34,59;0;4414
8342;28.08.17;Existing Contract;Basic pension insurance;;0;1610
8343;20.04.17;Existing Contract;Travel health insurance;0;0;691
8344;20.04.17;Existing Contract;Occupational disability insurance & term life insurance;7,21;0;2901
8345;06.02.17;Existing Contract;Household contents insurance & glass insurance;0;0;1087
8346;17.05.17;Existing Contract;Basic pension insurance;3;0;2937
8347;17.05.17;Existing Contract;Endowment life insurance;4,8;0;5239
8348;06.04.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;;0;1474
8349;11.05.17;Existing Contract;Accident insurance;58,58;0;2
8350;10.05.17;Existing Contract;Endowment life insurance;;0;1307
8351;27.06.17;Existing Contract;Daily hospital allowance insurance;0,42;0;1298
8352;09.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;4749
8353;03.02.17;Existing Contract;Motor vehicle liability insurance (with insurance cover certificate);;0;2027
8354;14.02.17;Existing Contract;Personal liability insurance;10,35;0;5209
8355;02.06.17;Existing Contract;Photovoltaic Insurance;0;0;4650
8356;24.05.17;Existing Contract;Supplementary long-term nursing care insurance (LV);33,6;0;4569
8357;20.02.17;Existing Contract;Household contents insurance;0;0;4891
8358;06.06.17;Existing Contract;Household contents insurance;;0;1743
8359;26.04.17;Existing Contract;Statutory health insurance;;0;1693
8360;29.03.17;Existing Contract;Personal liability insurance;11,75;0;2969
8361;18.05.17;Existing Contract;Household contents insurance;14,26;0;4314
8362;19.04.18;Existing Contract;Supplementary hospitalisation insurance & supplementary dental insurance;0,36;0;4862
8363;26.06.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;248,74;0;617
8364;03.05.17;Existing Contract;Statutory health insurance;;0;2069
8365;18.03.18;New Contract;Personal liability insurance;14,75;0;5375
8366;03.02.17;Existing Contract;Accident insurance;0;0;1206
8367;31.01.17;Existing Contract;Statutory health insurance;;0;2722
8368;31.05.17;Existing Contract;Personal liability insurance;;0;3246
8369;12.05.17;Existing Contract;Statutory health insurance;;0;99
8370;17.02.17;Existing Contract;Personal liability insurance;9,62;0;1059
8371;08.05.17;Existing Contract;Direct insurance;2,55;0;639
8372;03.05.17;Existing Contract;Statutory health insurance;;0;695
8373;01.09.17;Existing Contract;Motor vehicle liability insurance;0;0;2852
8374;27.01.17;Existing Contract;Legal protection insurance;;0;2294
8375;17.05.17;Existing Contract;Legal protection insurance;;0;5412
8376;20.01.17;Existing Contract;Statutory health insurance;;0;4897
8377;02.06.17;Existing Contract;Accident insurance;4,13;0;1472
8378;01.06.17;Existing Contract;Income protection insurance;6,51;0;69
8379;22.02.17;Existing Contract;Legal protection insurance;20,76;0;4141
8380;12.04.17;Existing Contract;Statutory health insurance;;0;2562
8381;07.02.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);0;0;2511
8382;13.04.17;Existing Contract;Statutory health insurance;;0;2672
8383;23.05.17;Existing Contract;Statutory health insurance;;0;4006
8384;23.10.17;Existing Contract;Term life insurance;;0;3849
8385;02.06.17;Existing Contract;Legal protection insurance;46,89;0;137
8386;11.02.17;Existing Contract;Statutory health insurance;;0;1738
8387;22.03.17;Existing Contract;Travel health insurance;0;0;2468
8388;05.08.17;Existing Contract;Personal liability insurance & household contents insurance;35,47;0;379
8389;13.09.17;Existing Contract;Household contents insurance;25,26;0;1202
8390;19.04.17;Existing Contract;Accident insurance;128,99;0;1845
8391;05.02.17;New Contract;Personal liability insurance;9,13;0;1050
8392;20.10.17;Existing Contract;Supplementary hospitalisation insurance, supplementary dental insurance & supplementary outpatient health insurance;22,22;0;3223
8393;11.04.17;Existing Contract;Occupational disability insurance & private pension insurance;17,73;0;1845
8394;19.04.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;5037
8395;06.02.17;Existing Contract;Personal liability insurance;0;0;2337
8396;23.06.17;Existing Contract;Occupational disability insurance;4,95;0;3558
8397;17.05.17;Existing Contract;Supplementary dental insurance;0;0;2122
8398;24.01.17;Existing Contract;Household contents insurance & glass insurance;18,4;0;4474
8399;25.01.17;Existing Contract;Legal protection insurance;35,43;0;55
8400;18.05.17;Existing Contract;Statutory health insurance;;0;644
8401;10.05.17;Existing Contract;Statutory health insurance;;0;1400
8402;18.03.17;Existing Contract;Statutory health insurance;;0;3518
8403;14.06.17;Existing Contract;Household contents insurance;61,58;0;2873
8404;31.01.17;Existing Contract;Statutory health insurance;;0;2072
8405;09.02.17;Existing Contract;Private pension insurance;0;0;5374
8406;12.07.17;Existing Contract;Personal liability insurance;;0;828
8407;06.09.17;Existing Contract;Private pension insurance;11,28;0;2917
8408;09.11.17;Existing Contract;Supplementary long-term nursing care insurance (KV);;0;3188
8409;06.06.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;488
8410;03.03.17;Existing Contract;Personal liability insurance;14,54;0;457
8411;17.05.17;Existing Contract;Household contents insurance;6,45;0;766
8412;22.05.17;Existing Contract;Statutory health insurance;;0;3538
8413;07.06.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;29,06;0;4738
8414;13.10.17;New Contract;Household contents insurance;16,96;0;1721
8415;04.05.17;Existing Contract;Statutory health insurance;;0;1354
8416;29.06.17;Existing Contract;ADAC (automobile association) Plus membership;;0;1597
8417;17.03.17;Existing Contract;Motor vehicle liability insurance (with insurance cover certificate);42,5;0;2515
8418;12.02.17;Existing Contract;Statutory health insurance;;0;484
8419;11.05.17;Existing Contract;Other insurance;8,32;0;3180
8420;24.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);0;0;3508
8421;17.03.17;Existing Contract;Statutory health insurance;;0;1877
8422;10.02.17;Existing Contract;Homeowner’s building insurance;43,19;0;1185
8423;28.07.17;Existing Contract;Term life insurance;;0;2088
8424;30.03.17;Existing Contract;Personal liability insurance;13,71;0;4894
8425;20.05.17;Existing Contract;Statutory health insurance;;0;3183
8426;13.04.17;Existing Contract;Statutory health insurance;;0;569
8427;11.03.17;Existing Contract;Statutory health insurance;;0;2001
8428;16.10.17;Existing Contract;Endowment life insurance;;0;3143
8429;22.08.17;Existing Contract;Glass insurance;5,38;0;2840
8430;02.05.17;Existing Contract;Statutory health insurance;;0;2182
8431;22.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);0;0;2097
8432;19.07.17;New Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);37,05;0;4560
8433;19.06.17;Existing Contract;Private pension insurance;;0;3532
8434;11.10.17;New Contract;Legal protection insurance;69,63;0;3137
8435;19.05.17;Existing Contract;Statutory health insurance;;0;3022
8436;18.05.17;Existing Contract;Statutory health insurance;;0;1566
8437;22.03.17;Existing Contract;Statutory health insurance;;0;5082
8438;07.07.17;Existing Contract;Motor vehicle legal protection insurance;10,43;0;3025
8439;11.08.17;Existing Contract;Personal liability insurance;13,71;0;4819
8440;19.06.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;27,86;0;3652
8441;14.09.17;Existing Contract;ADAC (automobile) membership;;0;2386
8442;18.04.17;Existing Contract;Household contents insurance;46,07;0;3562
8443;24.04.17;Existing Contract;Statutory health insurance;;0;2415
8444;30.06.17;Existing Contract;Personal liability insurance, household contents insurance & legal protection insurance;95,82;0;951
8445;16.05.17;Existing Contract;Statutory health insurance;;0;48
8446;27.04.17;Existing Contract;Statutory health insurance;;0;2587
8447;18.01.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;558
8448;08.03.17;Existing Contract;Endowment life insurance;0;0;730
8449;11.05.17;Existing Contract;Statutory health insurance;;0;1793
8450;24.05.17;Existing Contract;Personal liability insurance;17,5;0;1270
8451;16.08.17;Existing Contract;ADAC (automobile association) Plus membership;;0;3774
8452;09.10.17;Existing Contract;Riester pension insurance scheme;0,6;0;1481
8453;07.02.17;Existing Contract;Personal liability insurance;12,49;0;3721
8454;17.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;4579
8455;02.03.17;Existing Contract;Accident insurance;11,32;0;1572
8456;10.03.17;Existing Contract;Statutory health insurance;;0;3559
8457;03.07.17;Existing Contract;ADAC (automobile) membership;;0;2210
8458;13.07.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;2888
8459;19.02.18;Existing Contract;Trailer insurance;2,32;0;4273
8460;22.03.17;Existing Contract;Riester pension insurance scheme;22,4;0;3794
8461;22.08.17;Existing Contract;Motor vehicle liability insurance;2,31;0;1137
8462;26.05.17;Existing Contract;Riester pension insurance scheme;;0;1818
8463;18.04.17;Existing Contract;Occupational disability insurance & term life insurance;;0;3533
8464;13.03.17;Existing Contract;Statutory health insurance;;0;2667
8465;25.08.17;Existing Contract;Legal protection insurance;34,64;0;3785
8466;16.06.17;Existing Contract;Household contents insurance;0;0;4522
8467;10.10.17;New Contract;Motor vehicle liability insurance;39,28;0;3268
8468;20.04.17;Existing Contract;Household contents insurance & glass insurance;41,76;0;4134
8469;12.04.17;New Contract;Personal liability insurance;9,2;0;2495
8470;22.06.17;Existing Contract;Endowment life insurance;;0;4526
8471;04.07.17;Existing Contract;Household contents insurance;32,42;0;639
8472;21.04.17;New Contract;Supplementary dental insurance;2,62;116,72;652
8473;19.06.17;Existing Contract;Term life insurance;;0;5250
8474;25.03.17;Existing Contract;Statutory health insurance;;0;1497
8475;21.02.17;Existing Contract;Statutory health insurance;;0;141
8476;10.11.17;Existing Contract;Fund-linked Riester pension insurance scheme;0;0;2557
8477;07.02.17;Existing Contract;Private health insurance, supplementary hospitalisation insurance, supplementary dental insurance & compulsory long-term nursing care insurance;19,77;0;197
8478;20.04.17;Existing Contract;Statutory health insurance;;0;1886
8479;06.04.17;Existing Contract;Statutory health insurance;;0;5421
8480;07.07.17;Existing Contract;Homeowner’s building insurance;29,77;0;1682
8481;14.03.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;60,07;0;4827
8482;22.08.17;Existing Contract;Household contents insurance;10,68;0;4847
8483;08.07.17;Existing Contract;Motor vehicle liability insurance;36,62;0;2971
8484;30.03.17;New Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;47,84;0;730
8485;18.07.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;864
8486;20.04.17;Existing Contract;Occupational disability insurance, critical illness insurance & term life insurance;3,96;0;357
8487;03.03.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;19,66;0;4174
8488;26.05.17;Existing Contract;Accident insurance;0;0;2435
8489;28.04.17;Existing Contract;Household contents insurance;12,35;0;4710
8490;27.04.17;Existing Contract;Statutory health insurance;;0;951
8491;21.08.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);16,63;0;2026
8492;22.03.17;Existing Contract;Personal liability insurance;0;0;1792
8493;30.05.17;Existing Contract;Electrical items insurance;0;0;118
8494;23.03.17;Existing Contract;Legal protection insurance;53,82;0;1148
8495;13.03.17;Existing Contract;Household contents insurance;0;0;2967
8496;09.11.17;Existing Contract;Legal protection insurance;38,51;0;3188
8497;14.01.17;New Contract;Legal protection insurance;31,64;0;5120
8498;30.03.17;Existing Contract;Legal protection insurance;7,03;0;4734
8499;16.02.17;Existing Contract;Supplementary dental insurance;11,64;0;2607
8500;07.02.17;Existing Contract;Term life insurance;6,21;0;1038
8501;02.02.17;Existing Contract;Other insurance;11,76;0;2108
8502;02.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;26,39;0;2978
8503;11.04.17;Existing Contract;Statutory health insurance;;0;2450
8504;30.06.17;Existing Contract;Occupational disability insurance;1,84;0;3902
8505;02.05.17;Existing Contract;Supplementary hospitalisation insurance;4,46;0;2894
8506;03.07.17;Existing Contract;Private pension insurance;52,31;0;5035
8507;27.07.17;Existing Contract;Homeowner’s building insurance;57,67;0;1532
8508;26.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);0;0;5030
8509;10.01.17;Existing Contract;Personal liability insurance;;0;4667
8510;31.03.17;New Contract;Personal liability insurance;12,19;0;1646
8511;11.04.17;Existing Contract;Supplementary dental insurance & supplementary outpatient health insurance;12,25;0;437
8512;29.01.18;Existing Contract;Motor vehicle legal protection insurance;;0;3748
8513;05.08.17;Existing Contract;Compulsory long-term nursing care insurance;2,05;0;3588
8514;04.04.17;Existing Contract;Personal liability insurance;11,69;0;4200
8515;31.05.17;Existing Contract;Compulsory long-term nursing care insurance;2,46;0;65
8516;03.03.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;15,57;0;3472
8517;22.05.17;Existing Contract;Travel cancellation insurance;0;0;1099
8518;11.04.17;Existing Contract;Statutory health insurance;;0;4463
8519;02.05.17;Existing Contract;Private health insurance;355,3;0;4749
